词	TF	IDF	Raw_Score	Final_Score
不必要	0.567415	6.891626	5.511637	0.725237
转播	0.155818	7.807307	5.240955	0.703144
TRND	0.151609	7.807307	5.227339	0.701995
Root	0.151609	7.807307	5.227339	0.701995
Node	0.230689	7.807307	5.436203	0.719223
Disjoint	0.230689	7.807307	5.436203	0.719223
On	0.151609	7.807307	5.227339	0.701995
Demand	0.151609	7.807307	5.227339	0.701995
Vector	0.151609	7.807307	5.227339	0.701995
树根	0.151609	7.807307	5.227339	0.701995
条数	0.270489	7.402045	5.356237	0.712728
吞吐	1.751591	5.247226	5.258577	0.704626
DCT	1.649138	5.795044	5.525129	0.726302
全零	0.298614	7.807307	5.564716	0.729404
预先	0.924399	6.199494	5.438453	0.719404
低码率	0.338643	7.402045	5.468093	0.721779
经帧	0.143600	7.807307	5.200349	0.699706
全为	0.143600	7.807307	5.200349	0.699706
预先判断	0.143600	7.807307	5.200349	0.699706
误判	1.148728	5.795044	5.345120	0.711815
漏判	0.143600	7.807307	5.200349	0.699706
判别式	0.595949	6.891626	5.536071	0.727162
比有	0.143600	7.807307	5.200349	0.699706
35%	0.740207	6.422232	5.433263	0.718987
检出率	0.382347	7.114566	5.410200	0.717125
IPTV	0.866872	6.891626	5.722765	0.741496
经济收益	0.327037	7.807307	5.610007	0.732917
经济性	0.640794	6.709508	5.492180	0.723697
投资	0.796159	6.709508	5.600302	0.732168
流媒体	0.863541	6.709508	5.640776	0.735282
潜能	0.142619	7.807307	5.196940	0.699416
提供商	0.958626	6.199494	5.456553	0.720856
定向	1.242368	6.104387	5.539469	0.727429
洪泛	0.739074	6.891626	5.643290	0.735474
阻止	0.780520	6.422232	5.459663	0.721105
绕避	0.160217	7.807307	5.254803	0.704309
KFDA	0.496795	7.402045	5.658972	0.736672
HVDM	0.160217	7.807307	5.254803	0.704309
混	0.160217	7.807307	5.254803	0.704309
KDD	0.160217	7.807307	5.254803	0.704309
99	0.160217	7.807307	5.254803	0.704309
选址	0.471417	7.402045	5.632847	0.734674
变异	1.319379	5.730708	5.380713	0.714729
十字	0.150666	7.807307	5.224234	0.701733
CSO	0.150666	7.807307	5.224234	0.701733
DOA	1.687242	5.795044	5.536505	0.727196
八	0.151133	7.807307	5.225773	0.701863
波达	1.428980	5.730708	5.420433	0.717952
360	0.279335	7.402045	5.372251	0.714039
°	0.948421	6.199494	5.451225	0.720430
编码方式	1.123020	6.017579	5.446387	0.720042
移相器	0.451927	7.114566	5.493438	0.723796
放置	1.545789	5.730708	5.459549	0.721096
精度高	0.807128	6.304652	5.421158	0.718011
非常适合	0.386817	7.114566	5.415986	0.717593
Fuzzy	0.713275	6.891626	5.625588	0.734117
评判	1.198597	6.304652	5.618078	0.733539
有线	0.386908	7.114566	5.416102	0.717602
丢包	0.883341	6.555560	5.582688	0.730803
包对	0.285633	7.402045	5.383349	0.714944
Loss	0.160914	7.807307	5.256961	0.704490
Pair	0.284725	7.402045	5.381763	0.714815
ROD	0.285633	7.402045	5.383349	0.714944
更为理想	0.286265	7.402045	5.384448	0.715033
生物	1.119951	6.104387	5.487811	0.723350
电磁学	0.460019	7.114566	5.502275	0.724497
Maxwell	0.149320	7.807307	5.219772	0.701355
网格	2.514813	4.819273	5.184587	0.698363
解析度	0.227335	7.807307	5.428912	0.718636
并行计算	0.987580	6.199494	5.471368	0.722040
暴露	0.764947	6.555560	5.511016	0.725188
高压	0.565128	6.891626	5.509626	0.725078
输电线	0.622383	7.114566	5.652846	0.736204
3mm	0.149320	7.807307	5.219772	0.701355
196	0.149320	7.807307	5.219772	0.701355
114	0.265899	7.402045	5.347720	0.712029
626	0.149320	7.807307	5.219772	0.701355
人体模型	0.149320	7.807307	5.219772	0.701355
体内	0.276705	7.402045	5.367544	0.713654
感应电流	0.642745	6.891626	5.573721	0.730106
ATCM	0.282395	7.807307	5.536902	0.727227
STBC	1.376236	6.017579	5.547636	0.728069
牺牲	0.834708	6.304652	5.437885	0.719358
无论是	0.855438	6.304652	5.450098	0.720339
能比	0.151133	7.807307	5.225773	0.701863
OBS	0.755122	6.891626	5.653993	0.736292
预留	1.719323	5.508376	5.394327	0.715837
施行	0.149320	7.807307	5.219772	0.701355
折中	1.802750	5.104935	5.190863	0.698898
HMIPv6	0.612294	7.114566	5.644704	0.735582
MAP	1.378914	6.104387	5.591408	0.731479
MAHD	0.266302	7.807307	5.507683	0.724925
MS	0.912522	6.709508	5.668265	0.737379
锚点	0.448983	7.114566	5.490183	0.723538
有着	0.970620	6.104387	5.416565	0.717640
估算	1.724157	5.286245	5.272836	0.705821
NS	0.754164	6.422232	5.442562	0.719734
12	1.243726	5.863834	5.419904	0.717909
模拟器	0.856316	6.709508	5.636590	0.734961
LLIDEPON	0.239204	7.807307	5.454249	0.720672
修改稿	0.432092	7.402045	5.589454	0.731328
LLID	0.239461	7.807307	5.454784	0.720715
EPON	1.183898	6.304652	5.611930	0.733065
双轮	0.239461	7.807307	5.454784	0.720715
询	0.239461	7.807307	5.454784	0.720715
PTC	0.157608	7.807307	5.246637	0.703623
OLT	0.157608	7.807307	5.246637	0.703623
ONU	0.475746	7.114566	5.519015	0.725820
使多	0.283674	7.402045	5.379924	0.714665
复用技术	0.957440	6.199494	5.455937	0.720807
独特	0.788053	6.304652	5.409253	0.717048
使子	0.148889	7.807307	5.218334	0.701233
统计分析	0.301295	7.402045	5.409918	0.717102
测向	0.876244	6.891626	5.728124	0.741898
降	0.730022	6.555560	5.487746	0.723344
Cantor	0.149760	7.807307	5.221235	0.701479
嵌套	0.856518	6.555560	5.567329	0.729608
维纳滤波	0.546686	7.114566	5.588241	0.731234
器前	0.149760	7.807307	5.221235	0.701479
递推	1.322074	6.017579	5.527639	0.726499
数据网络	0.902130	6.422232	5.531766	0.726824
商用	0.641354	6.709508	5.492615	0.723731
DiffServ	0.704664	6.891626	5.619537	0.733651
巴黎	0.165541	7.807307	5.271063	0.705672
地铁	0.165541	7.807307	5.271063	0.705672
价格	1.691563	5.508376	5.386226	0.715178
管理体系	0.414526	7.402045	5.568782	0.729721
二级	1.082790	6.304652	5.567461	0.729618
三级	1.002977	6.304652	5.529326	0.726632
叶子	0.386632	7.114566	5.415748	0.717573
均匀分布	1.413614	5.613331	5.353251	0.712483
两级	1.526181	5.613331	5.391383	0.715598
一级	0.843737	6.555560	5.559840	0.729024
性能优越	0.379164	7.114566	5.406039	0.716788
分区	1.429563	5.937739	5.526657	0.726422
拓朴	0.167282	7.807307	5.276268	0.706108
容限	0.579901	6.891626	5.522476	0.726093
OCDMA	1.034686	6.555560	5.661473	0.736862
扩容	0.302618	7.402045	5.412100	0.717278
WDGA	0.155818	7.807307	5.240955	0.703144
BFDGA	0.155818	7.807307	5.240955	0.703144
IRDA	0.155818	7.807307	5.240955	0.703144
FCAA	0.155818	7.807307	5.240955	0.703144
倒	0.548148	7.114566	5.589571	0.731337
谱线	0.154694	7.807307	5.237354	0.702841
乘性	0.384428	7.114566	5.412902	0.717343
RFID	1.599894	5.730708	5.476678	0.722464
阅读器	0.469251	7.114566	5.512169	0.725279
Manchester	0.172189	7.807307	5.290649	0.707307
码元	0.676910	6.709508	5.519484	0.725857
高电平	0.297536	7.402045	5.403669	0.716595
展宽	0.460028	7.114566	5.502284	0.724498
PSWFs	0.288632	7.807307	5.547782	0.728081
掩模	0.298274	7.807307	5.564149	0.729360
基的	0.677922	6.709508	5.520228	0.725915
身体	0.616731	7.114566	5.648301	0.735857
纳米	1.145954	6.555560	5.712370	0.740715
兼容性	0.701195	6.555560	5.467686	0.721747
学术界	0.481674	6.891626	5.430070	0.718729
研究成果	1.293907	5.670287	5.339363	0.711341
微粒	0.543917	7.114566	5.585711	0.731037
药物	0.152593	7.807307	5.230555	0.702267
递送	0.152593	7.807307	5.230555	0.702267
INSAR	0.304692	7.807307	5.574753	0.730186
解缠	0.276265	7.807307	5.525973	0.726368
Goldstein	0.150209	7.807307	5.222722	0.701605
枝	0.280773	7.807307	5.534034	0.727002
切线	0.280773	7.807307	5.534034	0.727002
残	0.228637	7.807307	5.431754	0.718865
差点	0.228637	7.807307	5.431754	0.718865
合成孔径雷达	0.487294	6.891626	5.435845	0.719194
偶极子	0.706534	6.891626	5.620857	0.733753
模拟退火	1.796682	5.413471	5.364334	0.713391
正负	0.667305	6.709508	5.512368	0.725295
优化组合	0.387484	7.114566	5.416843	0.717662
短时间	1.062163	6.017579	5.418652	0.717808
孤岛	0.474850	6.891626	5.422967	0.718157
数据压缩	0.717020	6.891626	5.628197	0.734317
阵	1.191183	6.017579	5.475724	0.722388
阵子	0.138574	7.807307	5.182633	0.698196
阵互	0.211540	7.807307	5.393069	0.715735
均匀线	0.334509	7.402045	5.461978	0.721290
孔径	0.787241	6.555560	5.525323	0.726317
接收数据	0.566158	6.891626	5.510532	0.725150
Toeplitz	0.371141	7.114566	5.395394	0.715924
出类	0.138574	7.807307	5.182633	0.698196
Nystm	0.138574	7.807307	5.182633	0.698196
无须	0.926465	6.104387	5.393390	0.715761
需快	0.138574	7.807307	5.182633	0.698196
拍	0.385610	7.114566	5.414430	0.717467
数少	0.261214	7.402045	5.338873	0.711301
Map	0.545516	6.891626	5.492037	0.723685
Reduce	0.336388	7.402045	5.464767	0.721513
Means	0.794490	6.555560	5.529887	0.726676
簇中	0.772829	6.555560	5.516121	0.725591
作出	0.757635	6.422232	5.444848	0.719918
锁模	0.444594	7.402045	5.603663	0.732427
掺	0.696416	6.891626	5.613671	0.733200
镱	0.481956	7.114566	5.525474	0.726329
耗散	0.444457	7.402045	5.603510	0.732416
谐振腔	0.214798	7.807307	5.400676	0.716353
脉	0.300864	7.807307	5.568455	0.729695
变宽	0.140786	7.807307	5.190508	0.698868
pJ	0.140786	7.807307	5.190508	0.698868
变化趋势	1.001190	6.017579	5.389226	0.715422
一跳	0.632062	6.709508	5.485349	0.723154
分配资源	0.268280	7.402045	5.352156	0.712393
两跳	1.199635	6.017579	5.479245	0.722668
分配比例	0.142619	7.807307	5.196940	0.699416
匈牙利	0.740156	6.422232	5.433229	0.718984
连续变量	0.369599	7.402045	5.511648	0.725238
基下	0.163125	7.807307	5.263750	0.705060
对称性	1.352275	5.670287	5.361319	0.713144
朴素	0.863888	6.422232	5.510195	0.725123
贝叶斯	1.711929	5.326864	5.292142	0.707432
AndroidManifest	0.147243	7.807307	5.212804	0.700764
xml	0.147243	7.807307	5.212804	0.700764
申请	1.003304	6.304652	5.529488	0.726645
权限	1.204718	5.937739	5.441451	0.719645
校准	0.937833	6.422232	5.551096	0.728340
乘数	0.387442	7.114566	5.416789	0.717658
取	1.134639	5.863834	5.374214	0.714199
自然对数	0.147243	7.807307	5.212804	0.700764
十折	0.147243	7.807307	5.212804	0.700764
准度	0.147243	7.807307	5.212804	0.700764
客体	0.450990	7.114566	5.492404	0.723714
主体	0.780393	6.555560	5.520972	0.725974
表	1.467948	5.730708	5.433826	0.719032
Morlet	0.302037	7.807307	5.570393	0.729846
SVR	0.481382	7.402045	5.643269	0.735472
小波核	0.143938	7.807307	5.201517	0.699806
Mallat	0.143938	7.807307	5.201517	0.699806
单支	0.143938	7.807307	5.201517	0.699806
径向	0.909138	6.304652	5.480411	0.722761
基核	0.143938	7.807307	5.201517	0.699806
得知	0.267221	7.402045	5.350188	0.712231
材料	1.508678	5.730708	5.447451	0.720127
埋藏	0.212322	7.807307	5.394905	0.715884
引向	0.212322	7.807307	5.394905	0.715884
2.4	0.906358	6.304652	5.478885	0.722640
工业	1.487893	5.670287	5.408886	0.717018
金属片	0.141682	7.807307	5.193663	0.699137
层叠	0.141682	7.807307	5.193663	0.699137
垂直于	0.271386	7.402045	5.357885	0.712863
端射	0.141682	7.807307	5.193663	0.699137
剖面	0.271753	7.402045	5.358558	0.712918
为原	0.271026	7.402045	5.357224	0.712809
69%	0.141682	7.807307	5.193663	0.699137
全波	0.141682	7.807307	5.193663	0.699137
仿真技术	0.392268	7.114566	5.422952	0.718155
频点	0.792331	6.422232	5.467142	0.721703
回波	1.499960	5.863834	5.513172	0.725359
H	1.705066	5.459788	5.363726	0.713341
dBi	0.141682	7.807307	5.193663	0.699137
小型化	1.115289	6.199494	5.531926	0.726836
积分法	0.141682	7.807307	5.193663	0.699137
恒模	0.926660	6.422232	5.545127	0.727873
锥	0.635239	6.891626	5.567870	0.729650
内点法	0.151609	7.807307	5.227339	0.701995
最优性	0.477125	6.891626	5.425346	0.718349
圆形	0.656477	6.709508	5.504221	0.724651
放宽	0.147643	7.807307	5.214154	0.700879
布阵	0.147643	7.807307	5.214154	0.700879
谱估计	0.270497	7.402045	5.356252	0.712729
阵元间	0.147643	7.807307	5.214154	0.700879
相位差	1.014334	6.304652	5.534934	0.727073
z	0.575634	6.891626	5.518798	0.725803
轴	0.672420	6.709508	5.516170	0.725595
电偶极子	0.345557	7.402045	5.478156	0.722581
磁偶极子	0.336720	7.402045	5.465257	0.721553
二乘解	0.147643	7.807307	5.214154	0.700879
全色	0.286916	7.402045	5.385579	0.715126
光谱	0.996943	6.422232	5.581540	0.730714
Contourlet	0.450916	7.402045	5.610697	0.732970
通滤波	0.812164	6.304652	5.424255	0.718261
广播系统	0.833677	6.709508	5.623241	0.733936
收获	0.148889	7.807307	5.218334	0.701233
源中	0.148889	7.807307	5.218334	0.701233
很难	0.927804	6.104387	5.394110	0.715820
分辨	0.896913	6.304652	5.473670	0.722224
离开	0.392351	7.114566	5.423057	0.718164
预见性	0.146849	7.807307	5.211475	0.700652
弦	0.271968	7.402045	5.358950	0.712950
最为	0.390255	7.114566	5.420390	0.717949
强弱	0.482930	6.891626	5.431366	0.718834
可行方向	0.274190	7.807307	5.522218	0.726072
内点	0.611211	6.891626	5.548665	0.728150
列数	0.149320	7.807307	5.219772	0.701355
秩解	0.149320	7.807307	5.219772	0.701355
网络图	0.506365	6.891626	5.454957	0.720729
行之有效	0.411615	7.114566	5.446918	0.720084
计算速度	0.833433	6.304652	5.437124	0.719297
Gabor	0.532807	7.114566	5.575432	0.730239
轴承	0.602809	7.114566	5.636925	0.734987
滚动轴承	0.695410	6.709508	5.532912	0.726914
共振	0.705663	7.114566	5.715424	0.740945
难	1.103000	5.863834	5.360139	0.713048
性为	0.278463	7.402045	5.370696	0.713911
突出	0.597581	6.709508	5.457418	0.720926
判明	0.149320	7.807307	5.219772	0.701355
通论	0.782364	6.891626	5.671652	0.737637
攻防	0.733242	7.114566	5.734531	0.742377
篇	0.667146	6.891626	5.592281	0.731547
黑客攻击	0.136822	7.807307	5.176307	0.697655
红客	0.622137	7.114566	5.652650	0.736189
防御能力	0.375763	7.114566	5.401554	0.716424
黑客	0.622137	7.114566	5.652650	0.736189
想	0.208958	7.807307	5.386955	0.715238
真正	0.982878	6.199494	5.468992	0.721851
打败	0.136822	7.807307	5.176307	0.697655
某种	0.695556	6.555560	5.463666	0.721425
技巧	0.345308	7.402045	5.477796	0.722553
进攻	0.136822	7.807307	5.176307	0.697655
nC	0.136822	7.807307	5.176307	0.697655
对红客	0.136822	7.807307	5.176307	0.697655
挡住	0.136822	7.807307	5.176307	0.697655
防卫	0.136822	7.807307	5.176307	0.697655
ND	0.136822	7.807307	5.176307	0.697655
输	0.208958	7.807307	5.386955	0.715238
红黑	0.136822	7.807307	5.176307	0.697655
实力	0.136822	7.807307	5.176307	0.697655
圆管	0.304692	7.807307	5.574753	0.730186
归一	0.358147	7.807307	5.655280	0.736390
阿达玛	0.472280	7.402045	5.633759	0.734744
强磁场	0.304692	7.807307	5.574753	0.730186
等离子体	0.974987	6.709508	5.701259	0.739878
Ti	1.059602	6.555560	5.673330	0.737764
LiNbO3	1.208761	6.304652	5.622284	0.733863
立体	0.890998	6.709508	5.656371	0.736473
造型	0.304692	7.807307	5.574753	0.730186
MESolid	0.304692	7.807307	5.574753	0.730186
Pr2	0.322151	7.807307	5.602509	0.732338
Co1	0.214960	7.807307	5.401051	0.716383
xMnx	0.322151	7.807307	5.602509	0.732338
14B	0.322151	7.807307	5.602509	0.732338
Fe1	0.214960	7.807307	5.401051	0.716383
写	0.921995	6.422232	5.542614	0.727676
读型	0.287682	7.807307	5.546141	0.727952
反馈系统	0.704708	6.891626	5.619568	0.733654
内部结构	0.600164	6.891626	5.539581	0.727438
电气化铁路	0.445082	7.402045	5.604210	0.732470
网上	1.056645	6.304652	5.555287	0.728668
TBNF	0.304692	7.807307	5.574753	0.730186
文法	1.039263	6.709508	5.733075	0.742269
表示法	1.066857	6.422232	5.615304	0.733325
ISDN	1.782836	5.730708	5.530592	0.726731
‘	0.390834	7.402045	5.539470	0.727429
PWL	0.358147	7.807307	5.655280	0.736390
复合	1.475853	5.730708	5.436500	0.719247
XFE	0.443330	7.402045	5.602245	0.732318
遥控	0.749613	6.891626	5.650345	0.736013
触摸	0.443330	7.402045	5.602245	0.732318
专利	0.665128	7.114566	5.685944	0.738721
结型	0.263156	7.807307	5.501764	0.724456
积贮	0.263156	7.807307	5.501764	0.724456
外差	1.022639	6.555560	5.655638	0.736417
选频	0.214960	7.807307	5.401051	0.716383
混频	0.214960	7.807307	5.401051	0.716383
杂项	0.214960	7.807307	5.401051	0.716383
产物	0.214960	7.807307	5.401051	0.716383
电缆	1.483831	6.199494	5.674156	0.737827
气压	0.542433	7.402045	5.702765	0.739992
降压	0.287682	7.807307	5.546141	0.727952
斜	0.655480	6.891626	5.583494	0.730865
电话	1.339460	6.304652	5.673438	0.737772
低耗	0.358147	7.807307	5.655280	0.736390
dyadic	0.253917	7.807307	5.483968	0.723044
积分算子	0.253917	7.807307	5.483968	0.723044
带状线	0.358147	7.807307	5.655280	0.736390
单相接地	0.416247	7.402045	5.570845	0.729882
哈夫曼	0.516648	7.402045	5.678496	0.738156
编译	1.401366	5.863834	5.479316	0.722674
象	0.327037	7.807307	5.610007	0.732917
单模	1.641336	5.795044	5.522767	0.726116
受外	0.287682	7.807307	5.546141	0.727952
力微扰	0.287682	7.807307	5.546141	0.727952
硅	0.482427	7.114566	5.525960	0.726367
靶	0.287682	7.807307	5.546141	0.727952
离子注入	0.287682	7.807307	5.546141	0.727952
全息图	0.658265	7.114566	5.680776	0.738329
InP	0.263156	7.807307	5.501764	0.724456
APD	0.426840	7.402045	5.583363	0.730855
击穿	0.410039	7.402045	5.563361	0.729298
倍增	0.588422	6.891626	5.529741	0.726665
沟道	0.287682	7.807307	5.546141	0.727952
TC4	0.274190	7.807307	5.522218	0.726072
人工关节	0.274190	7.807307	5.522218	0.726072
热处理	0.385451	7.402045	5.532562	0.726886
钒	0.274190	7.807307	5.522218	0.726072
集聚	0.274190	7.807307	5.522218	0.726072
1989	0.825561	6.891626	5.698432	0.739665
主办	0.287682	7.807307	5.546141	0.727952
预告	0.287682	7.807307	5.546141	0.727952
资源配置	0.380911	7.114566	5.408328	0.716973
对偶	1.527752	5.613331	5.391895	0.715640
AQM	0.475172	7.402045	5.636801	0.734977
PI	0.222587	7.807307	5.418405	0.717788
proportionalintegral	0.146084	7.807307	5.208876	0.700431
响应速度	0.495766	6.891626	5.444425	0.719884
JP9	1.152926	6.104387	5.502261	0.724496
JP	1.143099	6.104387	5.497998	0.724158
proportionalintegralrate	0.146084	7.807307	5.208876	0.700431
队长	0.710521	6.709508	5.543618	0.727754
EVA	0.349925	7.807307	5.643709	0.735506
残留	0.791316	6.555560	5.527894	0.726519
并未	0.584183	6.709508	5.446129	0.720021
应用环境	0.577240	6.709508	5.440176	0.719543
关闭	0.389731	7.114566	5.419722	0.717895
掉	0.592842	6.709508	5.453454	0.720608
模拟计算	0.404140	7.114566	5.437794	0.719351
以单	0.267454	7.402045	5.350621	0.712267
不到	0.266307	7.402045	5.348482	0.712091
预示	0.141682	7.807307	5.193663	0.699137
变大	0.431907	7.114566	5.470877	0.722001
宜	0.386413	7.114566	5.415465	0.717551
椭球	0.647249	6.891626	5.577199	0.730376
ARM	0.230689	7.807307	5.436203	0.719223
处理器	1.532222	5.613331	5.393349	0.715758
星载	0.835083	6.709508	5.624081	0.734001
计算机系统	0.350319	7.402045	5.484971	0.723124
数据处理	1.538568	5.559466	5.366613	0.713578
双机	0.234408	7.807307	5.444165	0.719863
RISC	0.154151	7.807307	5.235606	0.702693
COTS	0.154151	7.807307	5.235606	0.702693
计算机硬件	0.271920	7.402045	5.358863	0.712943
体积	0.839189	6.555560	5.557148	0.728813
TCPFast	0.327037	7.807307	5.610007	0.732917
reno	0.147243	7.807307	5.212804	0.700764
vegas	0.147243	7.807307	5.212804	0.700764
fa	0.147243	7.807307	5.212804	0.700764
st	0.147243	7.807307	5.212804	0.700764
缺少	0.588439	6.709508	5.449742	0.720311
趋向于	0.147243	7.807307	5.212804	0.700764
power	0.519037	7.114566	5.562390	0.729223
高级	1.089393	6.104387	5.474037	0.722253
高层	0.998001	6.104387	5.430414	0.718757
HLA	0.226082	7.807307	5.426160	0.718414
系统对	1.261223	5.730708	5.358279	0.712895
FITP	0.226082	7.807307	5.426160	0.718414
功能模块	0.738704	6.422232	5.432251	0.718905
实践证明	0.295071	7.402045	5.399529	0.716260
测试阶段	0.272576	7.402045	5.360062	0.713041
测试工具	0.285213	7.402045	5.382615	0.714884
多宏块	0.226702	7.807307	5.427525	0.718524
码流	1.088508	6.199494	5.519822	0.725883
UTRAN	0.523029	7.402045	5.684613	0.738620
单隐层	0.156400	7.807307	5.242810	0.703301
